failure_id,machine_id,failure_timestamp,component_failed,downtime_hours,failure_severity,failure_occurred,failure_within_24h,failure_within_7d,root_cause_category,root_cause_subcategory,confidence_label,engineer_verified,pre_failure_anomaly_window_hours,max_temperature_c_72h,max_vibration_x_72h,max_motor_current_a_72h,min_lubricant_quality_72h,diagnostic_summary,recommended_action
F00555,M010,2024-03-28T11:04:51,bobbin_case,15.94,Major,1,1,1,wear_or_lubrication,insufficient lubrication,0.81,True,72,77.48,1.956,3.663,47.15,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00555.,inspect component and replace if worn
F00556,M020,2024-03-29T06:06:00,charging_port,12.96,Major,1,1,1,electrical_fault,charging port fault,0.95,True,72,37.88,0.069,0.36,80.7,charging_port failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00556.,reset and recalibrate sensor
F00557,M014,2024-03-29T14:13:08,keypad,16.87,Major,1,1,1,sensor_or_control,keypad fault,0.93,True,72,39.72,0.065,0.181,84.6,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00557.,check power supply and wiring
F00558,M016,2024-03-30T01:35:00,power_input,0.58,Minor,1,1,1,sensor_or_control,trigger sensor drift,0.89,False,72,64.38,0.202,1.121,78.22,power_input failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00558.,reset and recalibrate sensor
F00559,M005,2024-04-01T22:13:00,power_board,7.43,Moderate,1,1,1,electrical_fault,power board instability,0.87,True,72,45.95,0.001,1.781,57.39,power_board failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00559.,check power supply and wiring
F00560,M013,2024-04-04T11:13:50,drive_motor,6.66,Moderate,1,1,1,blockage_or_jam,blade jam,0.97,True,72,64.25,3.128,6.93,70.25,drive_motor failed after a 72-hour blockage_or_jam pattern connected to blade jam. Sensor rows in that window carry related_failure_id=F00560.,clean or clear obstruction
F00561,M019,2024-04-04T21:49:00,condenser_fan,17.92,Major,1,1,1,wear_or_lubrication,condenser fan imbalance,0.97,True,72,34.15,0.931,4.911,48.11,condenser_fan failed after a 72-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00561.,top up lubricant and inspect bearings
F00562,M011,2024-04-07T22:18:00,magnetron,1.53,Minor,1,1,1,sensor_or_control,door interlock fault,0.82,True,72,78.86,0.235,9.519,71.46,magnetron failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00562.,check power supply and wiring
F00563,M012,2024-04-08T22:11:09,charging_port,51.06,Critical,1,1,1,electrical_fault,battery degradation,0.76,True,72,50.62,0.5,1.133,44.73,charging_port failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00563.,reset and recalibrate sensor
F00564,M017,2024-04-10T03:16:00,power_relay,1.38,Minor,1,1,1,pressure_or_airflow,lid seal leak,0.77,True,72,90.5,0.087,5.616,80.68,power_relay failed after a 72-hour pressure_or_airflow pattern connected to lid seal leak. Sensor rows in that window carry related_failure_id=F00564.,clean or clear obstruction
F00565,M018,2024-04-14T13:01:00,logic_board,1.85,Minor,1,1,1,electrical_fault,battery low voltage,0.92,False,72,39.18,0.03,0.056,82.01,logic_board failed after a 72-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00565.,check power supply and wiring
F00566,M019,2024-04-15T12:49:00,thermostat,60.0,Critical,1,1,1,pressure_or_airflow,door seal leak,0.86,True,72,33.97,0.68,4.841,70.4,thermostat failed after a 72-hour pressure_or_airflow pattern connected to door seal leak. Sensor rows in that window carry related_failure_id=F00566.,clean or clear obstruction
F00567,M020,2024-04-16T13:54:00,audio_driver,40.16,Critical,1,1,1,sensor_or_control,bluetooth module dropouts,0.95,True,72,43.91,0.048,0.465,79.07,audio_driver failed after a 72-hour sensor_or_control pattern connected to bluetooth module dropouts. Sensor rows in that window carry related_failure_id=F00567.,reset and recalibrate sensor
F00568,M016,2024-04-22T23:37:00,power_input,6.15,Moderate,1,1,1,sensor_or_control,trigger sensor drift,0.81,False,24,65.89,0.219,1.23,76.75,power_input failed after a 24-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00568.,check power supply and wiring
F00569,M020,2024-04-26T04:04:00,bluetooth_module,24.0,Major,1,1,1,electrical_fault,charging port fault,0.83,True,24,45.99,0.07,0.522,84.03,bluetooth_module failed after a 24-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00569.,check power supply and wiring
F00570,M001,2024-04-27T03:28:00,door_seal,1.31,Minor,1,1,1,sensor_or_control,thermal sensor drift,0.95,True,72,208.94,0.077,15.192,73.63,door_seal failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00570.,reset and recalibrate sensor
F00571,M001,2024-05-05T22:39:00,cooling_fan,2.06,Minor,1,1,1,sensor_or_control,thermal sensor drift,0.92,True,24,180.42,0.115,16.142,69.55,cooling_fan failed after a 24-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00571.,check power supply and wiring
F00572,M001,2024-05-07T03:53:00,cooling_fan,1.65,Minor,1,1,1,sensor_or_control,thermal sensor drift,0.9,True,72,270.8,0.092,16.556,61.85,cooling_fan failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00572.,reset and recalibrate sensor
F00573,M020,2024-05-07T17:31:00,audio_driver,2.06,Minor,1,1,1,electrical_fault,charging port fault,0.97,True,72,39.48,0.075,0.555,80.63,audio_driver failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00573.,check power supply and wiring
F00574,M018,2024-05-12T04:49:00,battery_cell,5.88,Moderate,1,1,1,sensor_or_control,keypad contact issue,0.76,True,48,42.22,0.048,0.12,77.31,battery_cell failed after a 48-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00574.,reset and recalibrate sensor
F00575,M012,2024-05-13T02:27:59,foil_head,1.49,Minor,1,1,1,electrical_fault,charging port fault,0.98,True,96,43.61,0.517,1.309,54.91,foil_head failed after a 96-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00575.,reset and recalibrate sensor
F00576,M014,2024-05-13T22:34:00,battery_pack,18.11,Major,1,1,1,electrical_fault,charging contact corrosion,0.89,True,72,40.35,0.062,0.262,80.99,battery_pack failed after a 72-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00576.,reset and recalibrate sensor
F00577,M007,2024-05-17T05:33:41,imaging_drum,4.35,Moderate,1,1,1,blockage_or_jam,paper feed jam,0.9,True,72,162.55,1.81,11.075,41.51,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00577.,schedule immediate service
F00578,M005,2024-05-20T09:37:00,image_sensor,5.53,Moderate,1,1,1,wear_or_lubrication,pan tilt motor binding,0.77,True,48,45.4,0.38,1.415,37.31,image_sensor failed after a 48-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00578.,top up lubricant and inspect bearings
F00579,M005,2024-05-25T04:16:00,image_sensor,11.61,Major,1,1,1,wear_or_lubrication,pan tilt motor binding,0.83,True,72,48.55,0.249,1.139,67.21,image_sensor failed after a 72-hour wear_or_lubrication pattern connected to pan tilt motor binding. Sensor rows in that window carry related_failure_id=F00579.,inspect component and replace if worn
F00580,M014,2024-05-30T11:49:00,keypad,5.92,Moderate,1,1,1,electrical_fault,charging contact corrosion,0.87,True,72,40.23,0.044,0.426,80.3,keypad failed after a 72-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00580.,check power supply and wiring
F00581,M008,2024-06-05T10:21:05,feed_roller,4.58,Moderate,1,1,1,blockage_or_jam,paper path obstruction,0.86,True,72,65.54,1.129,3.047,50.53,feed_roller failed after a 72-hour blockage_or_jam pattern connected to paper path obstruction. Sensor rows in that window carry related_failure_id=F00581.,schedule immediate service
F00582,M007,2024-06-06T07:05:42,imaging_drum,60.0,Critical,1,1,1,blockage_or_jam,paper feed jam,0.98,True,72,213.44,1.958,10.024,42.62,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00582.,clean or clear obstruction
F00583,M020,2024-06-09T22:26:00,charging_port,1.47,Minor,1,1,1,sensor_or_control,audio driver distortion,0.97,True,72,46.99,0.058,0.465,79.12,charging_port failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00583.,check power supply and wiring
F00584,M019,2024-06-13T04:11:00,door_seal,14.66,Major,1,1,1,sensor_or_control,thermostat drift,0.87,True,72,35.96,0.915,4.775,62.64,door_seal failed after a 72-hour sensor_or_control pattern connected to thermostat drift. Sensor rows in that window carry related_failure_id=F00584.,check power supply and wiring
F00585,M016,2024-06-15T20:07:00,trigger_sensor,2.5,Minor,1,1,1,electrical_fault,power input noise,0.8,True,72,52.47,0.206,1.427,81.06,trigger_sensor failed after a 72-hour electrical_fault pattern connected to power input noise. Sensor rows in that window carry related_failure_id=F00585.,check power supply and wiring
F00586,M011,2024-06-15T21:28:00,turntable_motor,15.9,Major,1,1,1,sensor_or_control,door interlock fault,0.78,True,72,93.38,0.218,9.297,68.09,turntable_motor failed after a 72-hour sensor_or_control pattern connected to door interlock fault. Sensor rows in that window carry related_failure_id=F00586.,check power supply and wiring
F00587,M010,2024-06-19T10:19:00,bobbin_case,0.79,Minor,1,1,1,wear_or_lubrication,needle drive vibration,0.87,True,72,61.15,2.375,3.429,42.25,bobbin_case failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00587.,top up lubricant and inspect bearings
F00588,M010,2024-06-21T18:42:00,feed_dog,24.0,Major,1,1,1,wear_or_lubrication,needle drive vibration,0.81,False,72,86.46,1.56,3.544,42.33,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to needle drive vibration. Sensor rows in that window carry related_failure_id=F00588.,top up lubricant and inspect bearings
F00589,M001,2024-06-22T11:46:00,door_seal,5.55,Moderate,1,1,1,overheating,heating element degradation,0.9,True,72,242.23,0.107,16.29,77.87,door_seal failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00589.,inspect component and replace if worn
F00590,M008,2024-06-24T08:18:02,drive_motor,20.79,Major,1,1,1,overheating,scan head overheating,0.86,True,72,73.18,0.674,3.69,59.2,drive_motor failed after a 72-hour overheating pattern connected to scan head overheating. Sensor rows in that window carry related_failure_id=F00590.,check power supply and wiring
F00591,M014,2024-06-25T03:03:00,battery_pack,10.74,Major,1,1,1,sensor_or_control,keypad fault,0.86,True,48,36.51,0.047,0.35,86.16,battery_pack failed after a 48-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00591.,check power supply and wiring
F00592,M005,2024-07-03T10:45:00,network_module,2.5,Minor,1,1,1,electrical_fault,power board instability,0.91,False,72,47.14,0.084,1.684,71.6,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00592.,reset and recalibrate sensor
F00593,M016,2024-07-04T03:37:00,power_input,6.94,Moderate,1,1,1,overheating,audio processor overheating,0.78,False,96,73.77,0.205,1.104,78.69,power_input failed after a 96-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00593.,inspect component and replace if worn
F00594,M013,2024-07-05T10:33:00,coupler,1.77,Minor,1,1,1,pressure_or_airflow,jar seal leak,0.76,False,72,66.95,1.482,6.66,65.2,coupler failed after a 72-hour pressure_or_airflow pattern connected to jar seal leak. Sensor rows in that window carry related_failure_id=F00594.,inspect component and replace if worn
F00595,M013,2024-07-11T19:04:00,drive_motor,8.5,Moderate,1,1,1,overheating,motor overheating,0.82,True,24,102.69,0.773,7.081,61.26,drive_motor failed after a 24-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00595.,check power supply and wiring
F00596,M008,2024-07-15T10:24:00,drive_motor,1.43,Minor,1,1,1,wear_or_lubrication,feed roller wear,0.98,True,48,54.95,0.646,3.341,31.55,drive_motor failed after a 48-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00596.,inspect component and replace if worn
F00597,M007,2024-07-15T16:56:00,imaging_drum,33.91,Critical,1,1,1,overheating,fuser overheating,0.89,True,24,178.48,0.76,12.319,42.91,imaging_drum failed after a 24-hour overheating pattern connected to fuser overheating. Sensor rows in that window carry related_failure_id=F00597.,schedule immediate service
F00598,M010,2024-07-18T05:19:00,feed_dog,5.75,Moderate,1,1,1,overheating,motor overheating,0.94,True,72,72.0,1.689,3.609,46.67,feed_dog failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00598.,inspect component and replace if worn
F00599,M014,2024-07-28T07:00:00,battery_pack,2.5,Minor,1,1,1,electrical_fault,charging contact corrosion,0.94,True,72,36.84,0.035,0.354,84.43,battery_pack failed after a 72-hour electrical_fault pattern connected to charging contact corrosion. Sensor rows in that window carry related_failure_id=F00599.,check power supply and wiring
F00600,M005,2024-08-01T23:40:20,network_module,8.35,Moderate,1,1,1,electrical_fault,power board instability,0.85,True,72,52.5,0.202,1.429,45.38,network_module failed after a 72-hour electrical_fault pattern connected to power board instability. Sensor rows in that window carry related_failure_id=F00600.,check power supply and wiring
F00601,M011,2024-08-05T02:54:00,magnetron,4.45,Moderate,1,1,1,overheating,magnetron overheating,0.87,True,72,118.47,0.263,9.6,68.04,magnetron failed after a 72-hour overheating pattern connected to magnetron overheating. Sensor rows in that window carry related_failure_id=F00601.,schedule immediate service
F00602,M015,2024-08-11T01:41:00,refrigerant_loop,8.5,Moderate,1,1,1,electrical_fault,control board fault,0.79,True,48,54.65,1.207,16.261,37.61,refrigerant_loop failed after a 48-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00602.,reset and recalibrate sensor
F00603,M019,2024-08-11T07:44:00,condenser_fan,19.76,Major,1,1,1,wear_or_lubrication,condenser fan imbalance,0.89,True,96,31.39,0.938,4.83,58.74,condenser_fan failed after a 96-hour wear_or_lubrication pattern connected to condenser fan imbalance. Sensor rows in that window carry related_failure_id=F00603.,inspect component and replace if worn
F00604,M015,2024-08-14T03:18:00,control_board,1.46,Minor,1,1,1,electrical_fault,control board fault,0.96,True,72,61.05,0.928,14.331,49.66,control_board failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00604.,reset and recalibrate sensor
F00605,M015,2024-08-15T14:23:00,compressor,1.59,Minor,1,1,1,wear_or_lubrication,fan motor bearing wear,0.81,True,48,54.71,0.942,14.519,29.8,compressor failed after a 48-hour wear_or_lubrication pattern connected to fan motor bearing wear. Sensor rows in that window carry related_failure_id=F00605.,inspect component and replace if worn
F00606,M009,2024-08-22T02:09:00,temperature_sensor,8.5,Moderate,1,1,1,overheating,induction coil overheating,0.89,True,72,185.09,0.326,16.87,48.47,temperature_sensor failed after a 72-hour overheating pattern connected to induction coil overheating. Sensor rows in that window carry related_failure_id=F00606.,schedule immediate service
F00607,M020,2024-08-24T02:26:00,charging_port,1.67,Minor,1,1,1,sensor_or_control,audio driver distortion,0.78,True,72,44.51,0.069,0.419,86.44,charging_port failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00607.,top up lubricant and inspect bearings
F00608,M014,2024-08-24T07:37:00,keypad,1.94,Minor,1,1,1,sensor_or_control,keypad fault,0.97,True,72,39.88,0.05,0.282,85.65,keypad failed after a 72-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00608.,top up lubricant and inspect bearings
F00609,M020,2024-08-24T11:16:00,charging_port,28.12,Critical,1,1,1,sensor_or_control,audio driver distortion,0.79,True,72,45.88,0.056,0.449,83.1,charging_port failed after a 72-hour sensor_or_control pattern connected to audio driver distortion. Sensor rows in that window carry related_failure_id=F00609.,check power supply and wiring
F00610,M010,2024-08-24T16:20:00,feed_dog,13.43,Major,1,1,1,overheating,motor overheating,0.86,True,48,74.72,1.277,3.573,62.24,feed_dog failed after a 48-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00610.,schedule immediate service
F00611,M012,2024-08-27T10:25:00,charging_port,1.22,Minor,1,1,1,electrical_fault,charging port fault,0.81,True,72,40.38,0.501,1.439,54.24,charging_port failed after a 72-hour electrical_fault pattern connected to charging port fault. Sensor rows in that window carry related_failure_id=F00611.,reset and recalibrate sensor
F00612,M020,2024-08-28T14:46:00,audio_driver,18.48,Major,1,1,1,electrical_fault,battery degradation,0.93,True,48,45.6,0.056,0.636,80.87,audio_driver failed after a 48-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00612.,reset and recalibrate sensor
F00613,M018,2024-08-30T01:10:00,keypad_matrix,3.67,Moderate,1,1,1,electrical_fault,logic board reset,0.83,True,72,34.56,0.034,0.107,88.37,keypad_matrix failed after a 72-hour electrical_fault pattern connected to logic board reset. Sensor rows in that window carry related_failure_id=F00613.,inspect component and replace if worn
F00614,M013,2024-08-30T01:12:00,coupler,0.95,Minor,1,1,1,overheating,motor overheating,0.85,True,72,79.5,1.37,6.876,77.76,coupler failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00614.,schedule immediate service
F00615,M013,2024-09-02T21:30:11,jar_seal,1.07,Minor,1,1,1,overheating,motor overheating,0.97,True,72,107.43,0.821,6.565,74.06,jar_seal failed after a 72-hour overheating pattern connected to motor overheating. Sensor rows in that window carry related_failure_id=F00615.,inspect component and replace if worn
F00616,M014,2024-09-04T16:23:00,keypad,4.31,Moderate,1,1,1,sensor_or_control,speaker fault,0.92,True,72,38.99,0.044,0.321,77.32,keypad failed after a 72-hour sensor_or_control pattern connected to speaker fault. Sensor rows in that window carry related_failure_id=F00616.,reset and recalibrate sensor
F00617,M009,2024-09-06T22:19:00,power_module,24.0,Major,1,1,1,electrical_fault,power module fault,0.9,True,24,219.63,0.312,22.774,57.4,power_module failed after a 24-hour electrical_fault pattern connected to power module fault. Sensor rows in that window carry related_failure_id=F00617.,reset and recalibrate sensor
F00618,M016,2024-09-07T21:06:00,mounting_clamp,24.0,Critical,1,1,1,sensor_or_control,trigger sensor drift,0.83,True,72,68.41,0.2,1.227,81.09,mounting_clamp failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00618.,reset and recalibrate sensor
F00619,M004,2024-09-08T17:18:40,speaker_driver,4.91,Moderate,1,1,1,overheating,amplifier overheating,0.86,True,72,83.35,0.162,3.811,85.31,speaker_driver failed after a 72-hour overheating pattern connected to amplifier overheating. Sensor rows in that window carry related_failure_id=F00619.,top up lubricant and inspect bearings
F00620,M018,2024-09-09T17:22:00,keypad_matrix,3.64,Moderate,1,1,1,sensor_or_control,keypad contact issue,0.91,True,72,43.19,0.03,0.164,81.33,keypad_matrix failed after a 72-hour sensor_or_control pattern connected to keypad contact issue. Sensor rows in that window carry related_failure_id=F00620.,check power supply and wiring
F00621,M013,2024-09-11T09:23:00,drive_motor,11.64,Major,1,1,1,pressure_or_airflow,jar seal leak,0.85,True,24,90.04,2.962,6.811,60.32,drive_motor failed after a 24-hour pressure_or_airflow pattern connected to jar seal leak. Sensor rows in that window carry related_failure_id=F00621.,inspect component and replace if worn
F00622,M018,2024-09-14T12:16:51,logic_board,3.93,Moderate,1,1,1,electrical_fault,battery low voltage,0.89,True,72,35.47,0.037,0.075,87.24,logic_board failed after a 72-hour electrical_fault pattern connected to battery low voltage. Sensor rows in that window carry related_failure_id=F00622.,reset and recalibrate sensor
F00623,M016,2024-09-15T01:54:01,mounting_clamp,4.8,Moderate,1,1,1,sensor_or_control,trigger sensor drift,0.89,True,72,58.96,0.207,1.253,83.53,mounting_clamp failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00623.,check power supply and wiring
F00624,M002,2024-09-16T22:57:00,hose,7.47,Moderate,1,1,1,blockage_or_jam,brush roll jam,0.87,True,72,76.67,0.683,8.83,66.2,hose failed after a 72-hour blockage_or_jam pattern connected to brush roll jam. Sensor rows in that window carry related_failure_id=F00624.,clean or clear obstruction
F00625,M001,2024-09-17T20:07:00,door_seal,15.25,Major,1,1,1,overheating,heating element degradation,0.79,True,72,247.57,0.09,15.814,74.36,door_seal failed after a 72-hour overheating pattern connected to heating element degradation. Sensor rows in that window carry related_failure_id=F00625.,inspect component and replace if worn
F00626,M008,2024-09-23T06:55:00,drive_motor,8.5,Moderate,1,1,1,overheating,scan head overheating,0.82,False,72,54.81,0.714,3.203,78.61,drive_motor failed after a 72-hour overheating pattern connected to scan head overheating. Sensor rows in that window carry related_failure_id=F00626.,inspect component and replace if worn
F00627,M010,2024-09-23T14:51:03,feed_dog,4.54,Moderate,1,1,1,wear_or_lubrication,insufficient lubrication,0.96,True,72,78.0,1.003,3.596,59.88,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00627.,inspect component and replace if worn
F00628,M017,2024-09-29T08:29:00,thermal_sensor,3.44,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.89,True,72,80.4,0.079,6.174,81.02,thermal_sensor failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00628.,inspect component and replace if worn
F00629,M017,2024-09-30T17:09:49,heating_plate,5.78,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.87,True,72,66.75,0.082,6.742,74.75,heating_plate failed after a 72-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00629.,reset and recalibrate sensor
F00630,M004,2024-09-30T23:04:00,speaker_driver,8.5,Moderate,1,1,1,electrical_fault,power supply instability,0.88,True,48,65.87,0.168,4.957,73.2,speaker_driver failed after a 48-hour electrical_fault pattern connected to power supply instability. Sensor rows in that window carry related_failure_id=F00630.,check power supply and wiring
F00631,M012,2024-10-02T19:54:00,blade_motor,2.11,Minor,1,1,1,electrical_fault,battery degradation,0.93,True,72,44.97,0.493,1.113,48.53,blade_motor failed after a 72-hour electrical_fault pattern connected to battery degradation. Sensor rows in that window carry related_failure_id=F00631.,reset and recalibrate sensor
F00632,M004,2024-10-05T11:36:00,cooling_path,9.55,Major,1,1,1,electrical_fault,power supply instability,0.8,True,72,54.46,0.154,4.122,85.23,cooling_path failed after a 72-hour electrical_fault pattern connected to power supply instability. Sensor rows in that window carry related_failure_id=F00632.,inspect component and replace if worn
F00633,M010,2024-10-05T21:46:00,feed_dog,16.11,Major,1,1,1,wear_or_lubrication,insufficient lubrication,0.89,True,72,58.65,1.583,3.486,44.3,feed_dog failed after a 72-hour wear_or_lubrication pattern connected to insufficient lubrication. Sensor rows in that window carry related_failure_id=F00633.,top up lubricant and inspect bearings
F00634,M007,2024-10-08T01:14:52,imaging_drum,31.57,Critical,1,1,1,blockage_or_jam,paper feed jam,0.97,True,72,121.46,1.349,10.764,44.62,imaging_drum failed after a 72-hour blockage_or_jam pattern connected to paper feed jam. Sensor rows in that window carry related_failure_id=F00634.,check power supply and wiring
F00635,M016,2024-10-08T16:21:53,trigger_sensor,13.66,Major,1,1,1,overheating,audio processor overheating,0.92,True,48,74.84,0.188,0.865,79.21,trigger_sensor failed after a 48-hour overheating pattern connected to audio processor overheating. Sensor rows in that window carry related_failure_id=F00635.,schedule immediate service
F00636,M015,2024-10-08T20:06:00,refrigerant_loop,20.63,Major,1,1,1,electrical_fault,control board fault,0.85,True,72,52.56,1.087,15.54,45.37,refrigerant_loop failed after a 72-hour electrical_fault pattern connected to control board fault. Sensor rows in that window carry related_failure_id=F00636.,check power supply and wiring
F00637,M003,2024-10-14T02:24:00,circulation_pump,10.01,Major,1,1,1,blockage_or_jam,drain restriction,0.96,True,72,59.95,0.964,9.725,73.3,circulation_pump failed after a 72-hour blockage_or_jam pattern connected to drain restriction. Sensor rows in that window carry related_failure_id=F00637.,reset and recalibrate sensor
F00638,M017,2024-10-14T04:44:31,power_relay,2.5,Moderate,1,1,1,sensor_or_control,thermal sensor drift,0.9,True,48,82.81,0.083,5.806,76.93,power_relay failed after a 48-hour sensor_or_control pattern connected to thermal sensor drift. Sensor rows in that window carry related_failure_id=F00638.,reset and recalibrate sensor
F00639,M017,2024-10-17T02:24:00,heating_plate,4.89,Moderate,1,1,1,electrical_fault,power relay fault,0.8,True,72,98.66,0.077,7.662,75.49,heating_plate failed after a 72-hour electrical_fault pattern connected to power relay fault. Sensor rows in that window carry related_failure_id=F00639.,reset and recalibrate sensor
F00640,M013,2024-10-17T08:33:28,jar_seal,9.31,Major,1,1,1,wear_or_lubrication,coupler wear,0.79,True,72,70.29,2.943,6.346,50.25,jar_seal failed after a 72-hour wear_or_lubrication pattern connected to coupler wear. Sensor rows in that window carry related_failure_id=F00640.,reset and recalibrate sensor
F00641,M018,2024-10-22T02:42:00,lcd_display,3.41,Moderate,1,1,1,sensor_or_control,display segment fault,0.98,False,72,43.2,0.021,0.119,84.24,lcd_display failed after a 72-hour sensor_or_control pattern connected to display segment fault. Sensor rows in that window carry related_failure_id=F00641.,reset and recalibrate sensor
F00642,M008,2024-10-23T15:25:42,paper_path_sensor,1.66,Minor,1,1,1,wear_or_lubrication,feed roller wear,0.88,True,72,56.67,0.666,2.992,44.43,paper_path_sensor failed after a 72-hour wear_or_lubrication pattern connected to feed roller wear. Sensor rows in that window carry related_failure_id=F00642.,clean or clear obstruction
F00643,M017,2024-10-29T02:28:55,power_relay,12.61,Major,1,1,1,electrical_fault,power relay fault,0.97,True,72,79.14,0.076,8.042,80.64,power_relay failed after a 72-hour electrical_fault pattern connected to power relay fault. Sensor rows in that window carry related_failure_id=F00643.,reset and recalibrate sensor
F00644,M020,2024-10-29T18:33:00,battery_pack,13.07,Major,1,1,1,sensor_or_control,bluetooth module dropouts,0.87,True,72,40.04,0.059,0.387,87.27,battery_pack failed after a 72-hour sensor_or_control pattern connected to bluetooth module dropouts. Sensor rows in that window carry related_failure_id=F00644.,schedule immediate service
F00645,M017,2024-10-30T03:46:00,power_relay,6.42,Moderate,1,1,1,overheating,heating plate degradation,0.89,True,72,91.71,0.085,7.224,80.88,power_relay failed after a 72-hour overheating pattern connected to heating plate degradation. Sensor rows in that window carry related_failure_id=F00645.,check power supply and wiring
F00646,M014,2024-11-04T20:46:00,battery_pack,20.0,Major,1,1,1,sensor_or_control,keypad fault,0.8,True,48,35.11,0.043,0.289,82.86,battery_pack failed after a 48-hour sensor_or_control pattern connected to keypad fault. Sensor rows in that window carry related_failure_id=F00646.,reset and recalibrate sensor
F00647,M018,2024-11-12T00:27:00,keypad_matrix,10.38,Major,1,1,1,sensor_or_control,display segment fault,0.86,True,24,44.03,0.04,0.087,89.3,keypad_matrix failed after a 24-hour sensor_or_control pattern connected to display segment fault. Sensor rows in that window carry related_failure_id=F00647.,reset and recalibrate sensor
F00648,M016,2024-11-13T03:06:00,power_input,11.06,Major,1,1,1,sensor_or_control,trigger sensor drift,0.86,True,72,56.22,0.199,1.115,78.69,power_input failed after a 72-hour sensor_or_control pattern connected to trigger sensor drift. Sensor rows in that window carry related_failure_id=F00648.,schedule immediate service
